DATE,STATION,LEVEL,TIME STARTED (UTC),TIME ENDED (UTC),TOTAL TIME,cloud_friendly,clouds,pressure (mb),temp_air,temp_dewpoint,temp_perceived,relative_humidity,visibility (m),wind_direction,wind_friendly,wind_speed (KT),clouds_altitude,clouds_symbol,clouds_type,processtimestamp
8/22/2023  7:00:00 PM,RPLL,RED,07:47:00 PM,08:32:00 PM,12:45:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 449}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 449}]",1008.0,27.0,26.0,30.0,94.0,9000.0,110,Calm winds,2,10000.0,BKN100,BKN,08/23/2023 18:02:04
8/22/2023  8:00:00 PM,RPLL,YELLOW,08:33:00 PM,09:06:00 PM,12:33:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'FEW023', 'type': 'FEW', 'index': 448}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 448}]",1008.0,27.0,26.0,30.0,94.0,10000.0,210,Calm winds,3,10000.0,SCT100,SCT,08/23/2023 18:02:04
8/22/2023  9:00:00 PM,RPLL,YELLOW,09:45:00 PM,10:26:00 PM,12:41:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 447}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 447}]",1008.0,27.0,26.0,30.0,94.0,10000.0,210,Calm winds,3,10000.0,SCT100,SCT,08/23/2023 18:02:04
8/23/2023  11:00:00 PM,RPMD,RED,11:40:00 PM,1899-12-31 00:38:00,12:58:00 AM,Partly cloudy,"[{'altitude': 1600, 'symbol': 'FEW016', 'type': 'FEW', 'index': 373}, {'altitude': 9000, 'symbol': 'SCT090', 'type': 'SCT', 'index': 373}]",1011.0,26,26,26,100,10000,0,Calm winds,1,9000.0,SCT090,SCT,08/24/2023 21:20:09
8/24/2023  2:00:00 PM,RPLC,RED,02:18:00 PM,02:50:00 PM,12:32:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 143}, {'altitude': None, 'symbol': 'BKN', 'type': 'BKN', 'index': 143}]",1011.0,26,24,26,89,10000,320,Calm winds,2,2000.0,BKN,BKN,08/25/2023 06:49:01
8/24/2023  9:00:00 PM,RPMD,RED,09:40:00 PM,10:10:00 PM,12:30:00 AM,Partly cloudy,"[{'altitude': 1600, 'symbol': 'FEW016', 'type': 'FEW', 'index': 317}]",1009.0,24,24,24,100,10000,0,Calm winds,1,1600.0,FEW016,FEW,08/25/2023 06:49:01
8/24/2023  5:00:00 AM,RPLL,RED,05:24:00 AM,05:50:00 AM,12:26:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 458}, {'altitude': None, 'symbol': 'BKN', 'type': 'BKN', 'index': 458}]",1009.0,31,24,35,66,10000,270,Windy,11,2500.0,BKN,BKN,08/24/2023 21:20:09
8/24/2023  6:00:00 AM,RPLL,RED,06:36:00 AM,07:03:00 AM,12:27:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 457}, {'altitude': None, 'symbol': 'BKN', 'type': 'BKN', 'index': 457}]",1009.0,31,25,36,71,10000,260,Windy,12,2500.0,BKN,BKN,08/24/2023 21:20:09
8/24/2023  10:00:00 PM,RPLL,YELLOW,10:00:00 PM,10:18:00 PM,12:18:00 AM,Partly cloudy,"[{'altitude': 1800, 'symbol': 'SCT018', 'type': 'SCT', 'index': 237}, {'altitude': 2200, 'symbol': 'BKN022', 'type': 'BKN', 'index': 237}]",1007.0,28,26,32,89,10000,230,Light winds,4,2200.0,BKN022,BKN,08/25/2023 18:01:29
8/24/2023  10:00:00 PM,RPLL,YELLOW,10:21:00 PM,10:41:00 PM,12:20:00 AM,Partly cloudy,"[{'altitude': 1800, 'symbol': 'SCT018', 'type': 'SCT', 'index': 237}, {'altitude': 2200, 'symbol': 'BKN022', 'type': 'BKN', 'index': 237}]",1007.0,28,26,32,89,10000,230,Light winds,4,2200.0,BKN022,BKN,08/25/2023 18:01:29
8/30/2023  12:00:00 PM,RPLC,RED,12:14:00 PM,12:28:00 PM,12:14:00 AM,Overcast skies,"[{'altitude': 2000, 'symbol': 'SCT020', 'type': 'SCT', 'index': 318}, {'altitude': 10000, 'symbol': 'OVC100', 'type': 'OVC', 'index': 318}]",1006,26,25,26,94,5000,90,Calm winds,2,10000.0,OVC100,OVC,08/30/2023 23:47:20
8/30/2023  12:00:00 PM,RPLC,AMBER,12:29:00 PM,12:53:00 PM,12:24:00 AM,Overcast skies,"[{'altitude': 2000, 'symbol': 'SCT020', 'type': 'SCT', 'index': 318}, {'altitude': 10000, 'symbol': 'OVC100', 'type': 'OVC', 'index': 318}]",1006,26,25,26,94,5000,90,Calm winds,2,10000.0,OVC100,OVC,08/30/2023 23:47:20
8/31/2023  2:00:00 AM,RPLL,YELLOW,02:55:00 AM,03:54:00 AM,12:59:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 374}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 374}]",1007.0,28,26,32,89,10000.0,0,Calm winds,3,10000.0,BKN100,BKN,08/31/2023 23:10:34
8/31/2023  4:00:00 AM,RPLL,YELLOW,04:51:00 AM,05:21:00 AM,12:30:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 372}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 372}]",1006.0,31,26,37,75,10000.0,260,Windy,15,10000.0,BKN100,BKN,08/31/2023 23:10:34
8/31/2023  5:00:00 AM,RPLL,RED,05:22:00 AM,05:35:00 AM,12:13:00 AM,Showers,"[{'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 371}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 371}]",1005.0,29,27,36,89,10000.0,270,Windy,12,10000.0,BKN100,BKN,08/31/2023 23:10:34
8/31/2023  6:00:00 AM,RPLL,YELLOW,06:44:00 AM,06:59:00 AM,12:15:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 370}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 370}]",1005.0,31,26,37,75,10000.0,250,Windy,13,10000.0,BKN100,BKN,08/31/2023 23:10:34
9/1/2023  10:00:00 AM,RPLL,YELLOW,10:30:00 AM,10:47:00 AM,12:17:00 AM,Raining,"[{'altitude': 2000, 'symbol': 'BKN020', 'type': 'BKN', 'index': 441}, {'altitude': 8000, 'symbol': 'OVC080', 'type': 'OVC', 'index': 441}]",1006,25,25,25,100,6000.0,260,Windy,17,8000.0,OVC080,OVC,09/02/2023 00:00:53
9/2/2023  11:00:00 AM,RPLL,YELLOW,11:53:00 AM,12:01:00 PM,12:08:00 AM,Overcast skies,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 213}, {'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 213}, {'altitude': 9000, 'symbol': 'OVC090', 'type': 'OVC', 'index': 213}]",1004,27.0,26.0,30.0,94.0,10000.0,220,Light winds,5,9000.0,OVC090,OVC,09/02/2023 22:53:56
9/2/2023  12:00:00 PM,RPLL,RED,12:02:00 PM,12:14:00 PM,12:12:00 AM,Overcast skies,"[{'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 212}, {'altitude': 9000, 'symbol': 'OVC090', 'type': 'OVC', 'index': 212}]",1005,27.0,26.0,30.0,94.0,10000.0,220,Light winds,4,9000.0,OVC090,OVC,09/02/2023 22:53:56
9/2/2023  12:00:00 PM,RPLL,YELLOW,12:15:00 PM,12:17:00 PM,12:02:00 AM,Overcast skies,"[{'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 212}, {'altitude': 9000, 'symbol': 'OVC090', 'type': 'OVC', 'index': 212}]",1005,27.0,26.0,30.0,94.0,10000.0,220,Light winds,4,9000.0,OVC090,OVC,09/02/2023 22:53:56
9/2/2023  2:00:00 PM,RPLL,YELLOW,02:53:00 PM,03:26:00 PM,12:33:00 AM,Overcast skies,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 210}, {'altitude': 10000, 'symbol': 'OVC100', 'type': 'OVC', 'index': 210}]",1005,27.0,26.0,30.0,94.0,10000.0,0,Calm winds,2,10000.0,OVC100,OVC,09/02/2023 22:53:56
9/11/2023  3:00:00 PM,RPVM,YELLOW,03:25:00 PM,03:32:00 PM,12:07:00 AM,Overcast skies,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 411}, {'altitude': 10000, 'symbol': 'OVC100', 'type': 'OVC', 'index': 411}]",1011.0,26.0,25.0,26.0,94.0,10000,220,Calm winds,3,10000.0,OVC100,OVC,09/12/2023 06:00:56
9/11/2023  3:00:00 PM,RPVM,RED,03:33:00 PM,04:32:00 PM,12:59:00 AM,Overcast skies,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 411}, {'altitude': 10000, 'symbol': 'OVC100', 'type': 'OVC', 'index': 411}]",1011.0,26.0,25.0,26.0,94.0,10000,220,Calm winds,3,10000.0,OVC100,OVC,09/12/2023 06:00:56
9/11/2023  4:00:00 PM,RPVM,YELLOW,04:33:00 PM,05:07:00 PM,12:34:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 410}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 410}, {'altitude': 25000, 'symbol': 'BKN250', 'type': 'BKN', 'index': 410}]",1011.0,26.0,25.0,26.0,94.0,10000,0,Calm winds,0,25000.0,BKN250,BKN,09/12/2023 06:00:56
9/11/2023  6:00:00 PM,RPMD,RED,06:11:00 PM,06:41:00 PM,12:30:00 AM,Showers,"[{'altitude': 1600, 'symbol': 'FEW016', 'type': 'FEW', 'index': 3}, {'altitude': 26000, 'symbol': 'BKN260', 'type': 'BKN', 'index': 3}]",1010.0,24.0,24.0,24.0,100.0,10000,20,Light winds,4,26000.0,BKN260,BKN,09/12/2023 06:00:56
9/20/2023  8:00:00 PM,RPVM,RED,08:03:00 PM,08:33:00 PM,12:30:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 226}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 226}]",1009.0,25.0,24.0,25.0,94.0,10000.0,0,Calm winds,2,10000.0,BKN100,BKN,09/21/2023 06:01:02
9/20/2023  5:00:00 PM,RPLC,AMBER,05:44:00 PM,06:50:00 PM,01:06:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'SCT020', 'type': 'SCT', 'index': 139}]",1010.0,26.0,25.0,26.0,94.0,8000.0,240,Calm winds,2,2000.0,SCT020,SCT,09/21/2023 06:01:02
9/20/2023  6:00:00 PM,RPLC,RED,06:51:00 PM,07:09:00 PM,12:18:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 138}]",1010.0,26.0,25.0,26.0,94.0,8000.0,220,Calm winds,2,2000.0,FEW020,FEW,09/21/2023 06:01:02
9/20/2023  7:00:00 PM,RPLC,YELLOW,07:10:00 PM,07:14:00 PM,12:04:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 149}]",1009.0,26,25,26,94,8000.0,220,Calm winds,2,2000.0,FEW020,FEW,09/21/2023 18:01:11
9/20/2023  7:00:00 PM,RPLL,YELLOW,07:44:00 PM,08:14:00 PM,12:30:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 453}]",1008.0,29.0,26.0,35.0,84.0,9000.0,0,Calm winds,2,2500.0,FEW025,FEW,09/21/2023 06:01:02
9/21/2023  2:00:00 PM,RPLC,RED,02:03:00 PM,02:26:00 PM,12:23:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'SCT020', 'type': 'SCT', 'index': 473}, {'altitude': None, 'symbol': 'BKN', 'type': 'BKN', 'index': 473}]",1010.0,27,24,29,84,8000.0,360,Calm winds,2,2000.0,BKN,BKN,09/22/2023 06:01:02
9/21/2023  3:00:00 PM,RPLC,RED,03:27:00 PM,03:55:00 PM,12:28:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'SCT020', 'type': 'SCT', 'index': 472}, {'altitude': None, 'symbol': 'BKN', 'type': 'BKN', 'index': 472}]",1010.0,26,24,26,89,8000.0,70,Calm winds,2,2000.0,BKN,BKN,09/22/2023 06:01:02
9/21/2023  4:00:00 PM,RPMD,RED,04:52:00 PM,07:24:00 PM,02:32:00 AM,Overcast skies,"[{'altitude': 1600, 'symbol': 'FEW016', 'type': 'FEW', 'index': 5}, {'altitude': 26000, 'symbol': 'OVC260', 'type': 'OVC', 'index': 5}]",1010.0,25,25,25,100,10000.0,0,Calm winds,0,26000.0,OVC260,OVC,09/22/2023 06:01:02
9/21/2023  2:00:00 PM,RPLL,YELLOW,02:29:00 PM,03:11:00 PM,12:42:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 83}]",1009.0,29,25,34,79,6000.0,60,Light winds,4,2500.0,FEW025,FEW,09/22/2023 06:01:02
9/21/2023  3:00:00 PM,RPLL,RED,03:12:00 PM,03:46:00 PM,12:34:00 AM,Overcast skies,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 82}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 82}, {'altitude': None, 'symbol': 'OVC', 'type': 'OVC', 'index': 82}]",1009.0,28,25,32,84,6000.0,50,Light winds,6,10000.0,OVC,OVC,09/22/2023 06:01:02
9/21/2023  3:00:00 PM,RPLL,YELLOW,03:47:00 PM,04:04:00 PM,12:17:00 AM,Overcast skies,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 82}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 82}, {'altitude': None, 'symbol': 'OVC', 'type': 'OVC', 'index': 82}]",1009.0,28,25,32,84,6000.0,50,Light winds,6,10000.0,OVC,OVC,09/22/2023 06:01:02
9/21/2023  7:00:00 PM,RPLL,YELLOW,07:14:00 PM,07:29:00 PM,12:15:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 300}]",1007.0,28.0,25.0,32.0,84.0,7000.0,0,Calm winds,1,2500.0,FEW025,FEW,09/22/2023 18:01:04
9/21/2023  8:00:00 PM,RPLL,YELLOW,08:56:00 PM,09:13:00 PM,12:17:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 299}]",1006.0,28.0,26.0,32.0,89.0,6000.0,0,Calm winds,2,2500.0,FEW025,FEW,09/22/2023 18:01:04
9/23/2023  3:00:00 AM,RPLL,YELLOW,03:00:00 AM,03:14:00 AM,12:14:00 AM,Raining,"[{'altitude': 1800, 'symbol': 'FEW018', 'type': 'FEW', 'index': 22}, {'altitude': 9000, 'symbol': 'OVC090', 'type': 'OVC', 'index': 22}]",1008.0,28.0,26.0,32.0,89.0,7000.0,250,Light winds,6,9000.0,OVC090,OVC,09/23/2023 18:01:01
9/23/2023  4:00:00 AM,RPLL,YELLOW,04:33:00 AM,04:54:00 AM,12:21:00 AM,Raining,"[{'altitude': 1800, 'symbol': 'BKN018', 'type': 'BKN', 'index': 21}, {'altitude': 9000, 'symbol': 'OVC090', 'type': 'OVC', 'index': 21}]",1008.0,28.0,26.0,32.0,89.0,7000.0,260,Light winds,10,9000.0,OVC090,OVC,09/23/2023 18:01:01
9/23/2023  8:00:00 AM,RPLL,YELLOW,08:10:00 AM,08:25:00 AM,12:15:00 AM,Overcast skies,"[{'altitude': 1800, 'symbol': 'FEW018', 'type': 'FEW', 'index': 449}, {'altitude': 2500, 'symbol': 'SCT025', 'type': 'SCT', 'index': 449}, {'altitude': 9000, 'symbol': 'OVC090', 'type': 'OVC', 'index': 449}]",1006.0,28.0,26.0,32.0,89.0,9000.0,260,Light winds,6,9000.0,OVC090,OVC,09/24/2023 06:01:47
9/23/2023  11:00:00 AM,RPLL,YELLOW,11:26:00 AM,11:42:00 AM,12:16:00 AM,Partly cloudy,"[{'altitude': 1500, 'symbol': 'FEW015', 'type': 'FEW', 'index': 446}, {'altitude': 8000, 'symbol': 'BKN080', 'type': 'BKN', 'index': 446}]",1008.0,28.0,26.0,32.0,89.0,10000.0,220,Light winds,4,8000.0,BKN080,BKN,09/24/2023 06:01:47
9/23/2023  11:00:00 AM,RPLL,YELLOW,11:57:00 AM,01:20:00 PM,01:23:00 AM,Partly cloudy,"[{'altitude': 1500, 'symbol': 'FEW015', 'type': 'FEW', 'index': 446}, {'altitude': 8000, 'symbol': 'BKN080', 'type': 'BKN', 'index': 446}]",1008.0,28.0,26.0,32.0,89.0,10000.0,220,Light winds,4,8000.0,BKN080,BKN,09/24/2023 06:01:47
9/23/2023  1:00:00 PM,RPLL,RED,01:21:00 PM,01:37:00 PM,12:16:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 444}]",1008.0,27.0,26.0,30.0,94.0,10000.0,190,Calm winds,3,2500.0,FEW025,FEW,09/24/2023 06:01:47
9/23/2023  1:00:00 PM,RPLL,YELLOW,01:38:00 PM,01:56:00 PM,12:18:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 444}]",1008.0,27.0,26.0,30.0,94.0,10000.0,190,Calm winds,3,2500.0,FEW025,FEW,09/24/2023 06:01:47
9/25/2023  10:00:00 AM,RPLC,RED,10:49:00 AM,11:09:00 AM,12:20:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'SCT020', 'type': 'SCT', 'index': 146}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 146}]",1009.0,29.0,24.0,33.0,74.0,6000,170,Light winds,6,10000.0,BKN100,BKN,09/26/2023 06:01:02
9/25/2023  11:00:00 AM,RPLL,YELLOW,11:02:00 AM,11:34:00 AM,12:32:00 AM,Partly cloudy,"[{'altitude': 2200, 'symbol': 'FEW022', 'type': 'FEW', 'index': 446}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 446}]",1009.0,29.0,26.0,35.0,84.0,10000,260,Light winds,5,10000.0,BKN100,BKN,09/26/2023 06:01:02
9/26/2023  7:00:00 PM,RPVM,YELLOW,07:37:00 PM,08:26:00 PM,12:49:00 AM,Partly cloudy,"[{'altitude': 1800, 'symbol': 'FEW018', 'type': 'FEW', 'index': 224}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 224}]",1008.0,27,25,29,89,10000,230,Light winds,4,10000.0,BKN100,BKN,09/27/2023 18:01:06
9/26/2023  8:00:00 PM,RPVM,RED,08:27:00 PM,08:47:00 PM,12:20:00 AM,Partly cloudy,"[{'altitude': 1800, 'symbol': 'FEW018', 'type': 'FEW', 'index': 223}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 223}]",1008.0,27,25,29,89,10000,230,Light winds,6,10000.0,BKN100,BKN,09/27/2023 18:01:06
9/26/2023  8:00:00 PM,RPVM,YELLOW,08:48:00 PM,08:57:00 PM,12:09:00 AM,Partly cloudy,"[{'altitude': 1800, 'symbol': 'FEW018', 'type': 'FEW', 'index': 223}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 223}]",1008.0,27,25,29,89,10000,230,Light winds,6,10000.0,BKN100,BKN,09/27/2023 18:01:06
9/26/2023  6:00:00 PM,RPLC,RED,06:02:00 PM,07:09:00 PM,01:07:00 AM,Overcast skies,"[{'altitude': 2000, 'symbol': 'SCT020', 'type': 'SCT', 'index': 138}, {'altitude': 10000, 'symbol': 'OVC100', 'type': 'OVC', 'index': 138}]",1008.0,25,24,25,94,7000,250,Calm winds,2,10000.0,OVC100,OVC,09/27/2023 06:01:09
9/26/2023  12:00:00 PM,RPMD,RED,12:14:00 PM,12:49:00 PM,12:35:00 AM,Partly cloudy,"[{'altitude': 1600, 'symbol': 'FEW016', 'type': 'FEW', 'index': 369}, {'altitude': 29000, 'symbol': 'BKN290', 'type': 'BKN', 'index': 369}]",1009.0,28,23,30,74,10000,40,Light winds,4,29000.0,BKN290,BKN,09/27/2023 06:01:09
9/26/2023  6:00:00 PM,RPLL,YELLOW,06:06:00 PM,08:15:00 PM,02:09:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'FEW023', 'type': 'FEW', 'index': 439}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 439}, {'altitude': None, 'symbol': 'BKN', 'type': 'BKN', 'index': 439}]",1007.0,26,24,26,89,10000,0,Calm winds,0,10000.0,BKN,BKN,09/27/2023 06:01:09
9/26/2023  8:00:00 PM,RPLL,RED,08:16:00 PM,09:42:00 PM,01:26:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 373}]",1007.0,26,24,26,89,10000,0,Calm winds,2,2500.0,FEW025,FEW,09/27/2023 18:01:06
9/26/2023  9:00:00 PM,RPLL,YELLOW,09:43:00 PM,10:35:00 PM,12:52:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 372}, {'altitude': 9000, 'symbol': 'BKN090', 'type': 'BKN', 'index': 372}]",1007.0,26,25,26,94,10000,210,Calm winds,3,9000.0,BKN090,BKN,09/27/2023 18:01:06
9/27/2023  4:00:00 PM,RPVM,YELLOW,04:13:00 PM,04:30:00 PM,12:17:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 5}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 5}]",1010.0,26.0,25.0,26.0,94.0,10000.0,0,Calm winds,0,10000.0,BKN100,BKN,09/28/2023 06:01:05
9/27/2023  4:00:00 PM,RPVM,RED,04:31:00 PM,05:11:00 PM,12:40:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 5}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 5}]",1010.0,26.0,25.0,26.0,94.0,10000.0,0,Calm winds,0,10000.0,BKN100,BKN,09/28/2023 06:01:05
9/27/2023  5:00:00 PM,RPVM,YELLOW,05:12:00 PM,06:53:00 PM,01:41:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 4}, {'altitude': None, 'symbol': 'SCT', 'type': 'SCT', 'index': 4}]",1009.0,26.0,25.0,26.0,94.0,10000.0,170,Calm winds,3,2000.0,SCT,SCT,09/28/2023 06:01:05
9/27/2023  8:00:00 PM,RPLL,YELLOW,08:29:00 PM,09:01:00 PM,12:32:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'FEW023', 'type': 'FEW', 'index': 459}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 459}]",1007,26.0,25.0,26.0,94.0,10000.0,0,Calm winds,0,10000.0,BKN100,BKN,09/28/2023 18:01:14
9/27/2023  9:00:00 PM,RPLL,RED,09:02:00 PM,09:20:00 PM,12:18:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 458}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 458}]",1008,26.0,25.0,26.0,94.0,10000.0,190,Calm winds,3,10000.0,BKN100,BKN,09/28/2023 18:01:14
9/27/2023  9:00:00 PM,RPLL,YELLOW,09:21:00 PM,09:50:00 PM,12:29:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 458}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 458}]",1008,26.0,25.0,26.0,94.0,10000.0,190,Calm winds,3,10000.0,BKN100,BKN,09/28/2023 18:01:14
9/27/2023  9:00:00 PM,RPLL,RED,09:51:00 PM,10:27:00 PM,12:36:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 458}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 458}]",1008,26.0,25.0,26.0,94.0,10000.0,190,Calm winds,3,10000.0,BKN100,BKN,09/28/2023 18:01:14
9/27/2023  10:00:00 PM,RPLL,YELLOW,10:28:00 PM,11:21:00 PM,12:53:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 457}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 457}]",1008,26.0,25.0,26.0,94.0,10000.0,0,Calm winds,2,10000.0,SCT100,SCT,09/28/2023 18:01:14
9/28/2023  2:00:00 PM,RPLL,YELLOW,02:50:00 PM,03:41:00 PM,12:51:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 367}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 367}]",1011,27.0,25.0,29.0,89.0,9000.0,0,Calm winds,2,10000.0,SCT100,SCT,09/29/2023 06:01:03
9/28/2023  3:00:00 PM,RPLL,RED,03:42:00 PM,05:04:00 PM,01:22:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 366}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 366}]",1010,27.0,26.0,30.0,94.0,9000.0,0,Light winds,4,10000.0,SCT100,SCT,09/29/2023 06:01:03
9/28/2023  5:00:00 PM,RPLL,YELLOW,05:05:00 PM,06:20:00 PM,01:15:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 364}]",1009,27.0,26.0,30.0,94.0,9000.0,0,Calm winds,0,2500.0,FEW025,FEW,09/29/2023 06:01:03
10/2/2023  1:00:00 AM,RPLL,YELLOW,01:06:00 AM,01:36:00 AM,12:30:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'FEW023', 'type': 'FEW', 'index': 455}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 455}]",1010,29,27,36,89,10000,280,Light winds,5,10000.0,BKN100,BKN,10/02/2023 18:01:12
10/2/2023  3:00:00 AM,RPLL,YELLOW,03:21:00 AM,04:26:00 AM,01:05:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 452}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 452}]",1009,30,27,38,84,10000,260,Windy,12,10000.0,BKN100,BKN,10/02/2023 18:01:12
10/6/2023  2:00:00 PM,RPVM,YELLOW,02:08:00 PM,02:46:00 PM,12:38:00 AM,Thunderstorms,"[{'altitude': 1800, 'symbol': 'SCT018', 'type': 'SCT', 'index': 217}, {'altitude': 9000, 'symbol': 'OVC090', 'type': 'OVC', 'index': 217}]",1012,28.0,26.0,32.0,89.0,7000.0,30,Light winds,9,9000.0,OVC090,OVC,10/07/2023 06:01:02
