DATE,STATION,LEVEL,TIME STARTED (UTC),TIME ENDED (UTC),TOTAL TIME,cloud_friendly,clouds,pressure (mb),temp_air,temp_dewpoint,temp_perceived,relative_humidity,visibility (m),wind_direction,wind_friendly,wind_speed (KT),clouds_altitude,clouds_symbol,clouds_type,processtimestamp
10/6/2023  10:00:00 PM,RPVM,RED,10:01:00 PM,10:41:00 PM,12:40:00 AM,Thunderstorms,"[{'altitude': 1800, 'symbol': 'FEW018', 'type': 'FEW', 'index': 221}, {'altitude': 25000, 'symbol': 'BKN250', 'type': 'BKN', 'index': 221}]",1011.0,26.0,25.0,26.0,94.0,8000.0,340,Calm winds,3,25000.0,BKN250,BKN,10/07/2023 18:01:08
10/6/2023  10:00:00 PM,RPVM,YELLOW,10:42:00 PM,11:56:00 PM,01:14:00 AM,Thunderstorms,"[{'altitude': 1800, 'symbol': 'FEW018', 'type': 'FEW', 'index': 221}, {'altitude': 25000, 'symbol': 'BKN250', 'type': 'BKN', 'index': 221}]",1011.0,26.0,25.0,26.0,94.0,8000.0,340,Calm winds,3,25000.0,BKN250,BKN,10/07/2023 18:01:08
10/6/2023  8:00:00 PM,RPMD,RED,08:17:00 PM,11:04:00 PM,02:47:00 AM,Partly cloudy,"[{'altitude': 1600, 'symbol': 'FEW016', 'type': 'FEW', 'index': 479}, {'altitude': 9000, 'symbol': 'SCT090', 'type': 'SCT', 'index': 479}, {'altitude': 29000, 'symbol': 'SCT290', 'type': 'SCT', 'index': 479}]",1010.0,25.0,25.0,25.0,100.0,10000.0,350,Calm winds,2,29000.0,SCT290,SCT,10/07/2023 18:01:08
10/8/2023  3:00:00 PM,RPMD,RED,03:59:00 PM,04:29:00 PM,12:30:00 AM,Partly cloudy,"[{'altitude': 1600, 'symbol': 'FEW016', 'type': 'FEW', 'index': 366}, {'altitude': 9000, 'symbol': 'BKN090', 'type': 'BKN', 'index': 366}, {'altitude': 26000, 'symbol': 'BKN260', 'type': 'BKN', 'index': 366}]",1012,25.0,25.0,25.0,100.0,10000.0,200,Calm winds,2,26000.0,BKN260,BKN,10/09/2023 06:01:02
10/8/2023  7:00:00 PM,RPMD,RED,07:02:00 PM,08:56:00 PM,01:54:00 AM,Showers,"[{'altitude': 1500, 'symbol': 'FEW015', 'type': 'FEW', 'index': 479}, {'altitude': 9000, 'symbol': 'SCT090', 'type': 'SCT', 'index': 479}, {'altitude': 26000, 'symbol': 'BKN260', 'type': 'BKN', 'index': 479}]",1010,25.0,25.0,25.0,100.0,10000,0,Calm winds,0,26000.0,BKN260,BKN,10/09/2023 18:01:06
10/8/2023  4:00:00 PM,RPLL,YELLOW,04:57:00 PM,05:45:00 PM,12:48:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 451}]",1012,28.0,26.0,32.0,89.0,8000.0,0,Calm winds,1,2500.0,FEW025,FEW,10/09/2023 06:01:02
10/27/2023  4:00:00 PM,RPMD,RED,04:20:00 PM,04:50:00 PM,12:30:00 AM,Partly cloudy,"[{'altitude': 1600, 'symbol': 'FEW016', 'type': 'FEW', 'index': 470}, {'altitude': 9000, 'symbol': 'BKN090', 'type': 'BKN', 'index': 470}, {'altitude': 26000, 'symbol': 'BKN260', 'type': 'BKN', 'index': 470}]",1011.0,25.0,25.0,25.0,100.0,10000.0,50,Calm winds,2,26000.0,BKN260,BKN,10/28/2023 06:01:01
10/27/2023  5:00:00 PM,RPMD,RED,05:14:00 PM,05:44:00 PM,12:30:00 AM,Partly cloudy,"[{'altitude': 1600, 'symbol': 'FEW016', 'type': 'FEW', 'index': 469}, {'altitude': 29000, 'symbol': 'BKN290', 'type': 'BKN', 'index': 469}]",1010.0,25.0,25.0,25.0,100.0,10000.0,0,Calm winds,1,29000.0,BKN290,BKN,10/28/2023 06:01:01
10/27/2023  5:00:00 PM,RPMD,RED,05:46:00 PM,08:30:00 PM,02:44:00 AM,Partly cloudy,"[{'altitude': 1600, 'symbol': 'FEW016', 'type': 'FEW', 'index': 469}, {'altitude': 29000, 'symbol': 'BKN290', 'type': 'BKN', 'index': 469}]",1010.0,25.0,25.0,25.0,100.0,10000.0,0,Calm winds,1,29000.0,BKN290,BKN,10/28/2023 06:01:01
10/27/2023  2:00:00 PM,RPLL,YELLOW,02:24:00 PM,02:57:00 PM,12:33:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'FEW023', 'type': 'FEW', 'index': 367}, {'altitude': 8000, 'symbol': 'BKN080', 'type': 'BKN', 'index': 367}]",1012.0,29.0,25.0,34.0,79.0,10000.0,110,Light winds,4,8000.0,BKN080,BKN,10/28/2023 06:01:01
10/28/2023  3:00:00 PM,RPLL,YELLOW,03:26:00 PM,03:41:00 PM,12:15:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'FEW023', 'type': 'FEW', 'index': 366}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 366}]",1012.0,28.0,25.0,32.0,84.0,10000,130,Light winds,5,10000.0,SCT100,SCT,10/29/2023 06:01:03
10/28/2023  3:00:00 PM,RPLL,YELLOW,03:48:00 PM,04:17:00 PM,12:29:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'FEW023', 'type': 'FEW', 'index': 366}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 366}]",1012.0,28.0,25.0,32.0,84.0,10000,130,Light winds,5,10000.0,SCT100,SCT,10/29/2023 06:01:03
11/2/2023  6:00:00 PM,RPMD,RED,06:26:00 PM,08:48:00 PM,02:22:00 AM,Partly cloudy,"[{'altitude': 1600, 'symbol': 'FEW016', 'type': 'FEW', 'index': 3}, {'altitude': 29000, 'symbol': 'SCT290', 'type': 'SCT', 'index': 3}]",1009.0,25.0,25.0,25.0,100.0,10000.0,30,Calm winds,3,29000.0,SCT290,SCT,11/03/2023 06:01:03
11/2/2023  7:00:00 PM,RPLL,YELLOW,07:56:00 PM,08:26:00 PM,12:30:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'SCT025', 'type': 'SCT', 'index': 451}]",1009.0,27.0,25.0,29.0,89.0,10000,0,Calm winds,1,2500.0,SCT025,SCT,11/03/2023 18:01:00
11/2/2023  8:00:00 PM,RPLL,YELLOW,08:52:00 PM,09:13:00 PM,12:21:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 450}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 450}]",1009.0,27.0,25.0,29.0,89.0,10000,210,Calm winds,2,10000.0,SCT100,SCT,11/03/2023 18:01:00
11/2/2023  9:00:00 PM,RPLL,YELLOW,09:49:00 PM,10:03:00 PM,12:14:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 449}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 449}]",1009.0,27.0,25.0,29.0,89.0,10000,0,Calm winds,1,10000.0,BKN100,BKN,11/03/2023 18:01:00
11/3/2023  4:00:00 PM,RPLC,YELLOW,04:20:00 PM,04:51:00 PM,12:31:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 216}, {'altitude': None, 'symbol': 'SCT', 'type': 'SCT', 'index': 216}]",1012,26.0,24.0,26.0,89.0,8000,320,Calm winds,2,2000.0,SCT,SCT,11/04/2023 06:01:06
11/3/2023  6:00:00 PM,RPLC,RED,06:54:00 PM,07:01:00 PM,12:07:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 215}]",1010,26.0,24.0,26.0,89.0,8000,270,Calm winds,2,2000.0,FEW020,FEW,11/04/2023 06:01:06
11/3/2023  4:00:00 PM,RPLL,YELLOW,04:20:00 PM,04:51:00 PM,12:31:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 457}]",1010,29.0,24.0,33.0,74.0,10000,120,Calm winds,3,2500.0,FEW025,FEW,11/04/2023 06:01:06
11/5/2023  5:00:00 AM,RPVM,RED,05:09:00 AM,05:25:00 AM,12:16:00 AM,Partly cloudy,"[{'altitude': 1800, 'symbol': 'FEW018', 'type': 'FEW', 'index': 4}, {'altitude': 25000, 'symbol': 'BKN250', 'type': 'BKN', 'index': 4}]",1010,31,25,36,71,10000.0,30,Light winds,6,25000.0,BKN250,BKN,11/05/2023 18:01:03
11/5/2023  7:00:00 PM,RPMD,RED,07:45:00 PM,09:47:00 PM,02:02:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 374}]",1009,25,25,25,100,10000,0,Calm winds,2,2000.0,FEW020,FEW,11/06/2023 18:01:02
11/5/2023  12:00:00 PM,RPLL,YELLOW,12:31:00 PM,01:13:00 PM,12:42:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 446}]",1012,30,25,36,75,10000.0,0,Calm winds,2,2500.0,FEW025,FEW,11/06/2023 06:00:59
11/7/2023  3:00:00 AM,RPVM,RED,03:02:00 AM,03:41:00 AM,12:39:00 AM,Raining,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 216}, {'altitude': 9000, 'symbol': 'BKN090', 'type': 'BKN', 'index': 216}]",1012.0,30,26,37,79,8000,30,Light winds,10,9000.0,BKN090,BKN,11/07/2023 18:01:02
11/7/2023  1:00:00 PM,RPMD,RED,01:49:00 PM,02:38:00 PM,12:49:00 AM,Partly cloudy,"[{'altitude': 1500, 'symbol': 'FEW015', 'type': 'FEW', 'index': 368}, {'altitude': 9000, 'symbol': 'BKN090', 'type': 'BKN', 'index': 368}, {'altitude': 26000, 'symbol': 'BKN260', 'type': 'BKN', 'index': 368}]",1010.0,27.0,27.0,30.0,100.0,10000,360,Calm winds,1,26000.0,BKN260,BKN,11/08/2023 06:01:00
11/11/2023  4:00:00 PM,RPMD,RED,04:49:00 PM,05:32:00 PM,12:43:00 AM,Partly cloudy,"[{'altitude': 1800, 'symbol': 'FEW018', 'type': 'FEW', 'index': 470}]",1012.0,26.0,26.0,26.0,100.0,10000,0,Calm winds,1,1800.0,FEW018,FEW,11/12/2023 06:01:01
11/11/2023  8:00:00 PM,RPMD,RED,08:02:00 PM,08:32:00 PM,12:30:00 AM,Partly cloudy,"[{'altitude': 1600, 'symbol': 'FEW016', 'type': 'FEW', 'index': 478}]",1011,25.0,25.0,25.0,100.0,10000,330,Calm winds,1,1600.0,FEW016,FEW,11/12/2023 18:01:08
4/23/2024  5:00:00 PM,RPLL,YELLOW,05:32:00 PM,05:59:00 PM,12:27:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 409}]",1009.0,30.0,25.0,36.0,75.0,10000,120,Light winds,4,2500.0,FEW025,FEW,04/24/2024 06:01:27
4/23/2024  5:00:00 PM,RPLL,YELLOW,05:27:00 PM,05:58:00 PM,12:31:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 409}]",1009.0,30.0,25.0,36.0,75.0,10000,120,Light winds,4,2500.0,FEW025,FEW,04/24/2024 06:01:27
4/25/2024  3:00:00 PM,RPLC,YELLOW,03:12:00 PM,03:27:00 PM,12:15:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'SCT020', 'type': 'SCT', 'index': 141}, {'altitude': None, 'symbol': 'BKN', 'type': 'BKN', 'index': 141}]",1011.0,29.0,24.0,33.0,74.0,8000.0,340,Light winds,4,2000.0,BKN,BKN,04/26/2024 06:01:28
4/25/2024  4:00:00 PM,RPLC,RED,04:21:00 PM,04:32:00 PM,12:11:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'SCT020', 'type': 'SCT', 'index': 140}, {'altitude': None, 'symbol': 'BKN', 'type': 'BKN', 'index': 140}]",1011.0,29.0,23.0,32.0,70.0,8000.0,320,Calm winds,2,2000.0,BKN,BKN,04/26/2024 06:01:28
4/25/2024  4:00:00 PM,RPLC,AMBER,04:33:00 PM,04:36:00 PM,12:03:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'SCT020', 'type': 'SCT', 'index': 140}, {'altitude': None, 'symbol': 'BKN', 'type': 'BKN', 'index': 140}]",1011.0,29.0,23.0,32.0,70.0,8000.0,320,Calm winds,2,2000.0,BKN,BKN,04/26/2024 06:01:28
4/25/2024  4:00:00 PM,RPLC,RED,04:37:00 PM,05:30:00 PM,12:53:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'SCT020', 'type': 'SCT', 'index': 140}, {'altitude': None, 'symbol': 'BKN', 'type': 'BKN', 'index': 140}]",1011.0,29.0,23.0,32.0,70.0,8000.0,320,Calm winds,2,2000.0,BKN,BKN,04/26/2024 06:01:28
4/25/2024  5:00:00 PM,RPLC,YELLOW,05:31:00 PM,05:32:00 PM,12:01:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'SCT020', 'type': 'SCT', 'index': 139}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 139}]",1010.0,29.0,24.0,33.0,74.0,8000.0,320,Calm winds,2,10000.0,BKN100,BKN,04/26/2024 06:01:28
4/25/2024  5:00:00 PM,RPLL,RED,05:59:00 PM,06:15:00 PM,12:16:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 484}]",1009.0,30.0,26.0,37.0,79.0,10000.0,0,Calm winds,3,2500.0,FEW025,FEW,04/26/2024 06:01:28
4/25/2024  6:00:00 PM,RPLL,YELLOW,06:16:00 PM,06:22:00 PM,12:06:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 483}]",1008.0,30.0,26.0,37.0,79.0,10000.0,110,Light winds,5,2500.0,FEW025,FEW,04/26/2024 06:01:28
4/25/2024  7:00:00 PM,RPLL,YELLOW,07:04:00 PM,07:35:00 PM,12:31:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 104}]",1008.0,30.0,25.0,36.0,75.0,10000.0,130,Light winds,4,2500.0,FEW025,FEW,04/26/2024 18:01:07
5/10/2024  1:00:00 PM,RPLL,YELLOW,01:16:00 PM,01:31:00 PM,12:15:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 413}]",1012.0,30.0,24.0,35.0,70.0,10000.0,120,Light winds,6,2500.0,FEW025,FEW,05/11/2024 06:01:28
5/10/2024  1:00:00 PM,RPLL,YELLOW,01:43:00 PM,02:07:00 PM,12:24:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 413}]",1012.0,30.0,24.0,35.0,70.0,10000.0,120,Light winds,6,2500.0,FEW025,FEW,05/11/2024 06:01:28
5/13/2024  4:00:00 PM,RPLL,YELLOW,04:14:00 PM,04:20:00 PM,12:06:00 AM,Raining,"[{'altitude': 2200, 'symbol': 'FEW022', 'type': 'FEW', 'index': 470}, {'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 470}, {'altitude': 9000, 'symbol': 'OVC090', 'type': 'OVC', 'index': 470}]",1010,26.0,24.0,26.0,89.0,8000,360,Light winds,6,9000.0,OVC090,OVC,05/14/2024 06:01:31
5/13/2024  4:00:00 PM,RPLL,RED,04:21:00 PM,06:09:00 PM,01:48:00 AM,Raining,"[{'altitude': 2200, 'symbol': 'FEW022', 'type': 'FEW', 'index': 470}, {'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 470}, {'altitude': 9000, 'symbol': 'OVC090', 'type': 'OVC', 'index': 470}]",1010,26.0,24.0,26.0,89.0,8000,360,Light winds,6,9000.0,OVC090,OVC,05/14/2024 06:01:31
5/13/2024  6:00:00 PM,RPLL,YELLOW,06:10:00 PM,06:11:00 PM,12:01:00 AM,Overcast skies,"[{'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 468}, {'altitude': 10000, 'symbol': 'OVC100', 'type': 'OVC', 'index': 468}]",1009,27.0,24.0,29.0,84.0,9000,360,Light winds,4,10000.0,OVC100,OVC,05/14/2024 06:01:31
5/13/2024  11:00:00 PM,RPLL,YELLOW,11:01:00 PM,11:20:00 PM,12:19:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'FEW023', 'type': 'FEW', 'index': 475}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 475}]",1010,29,25,34,79,10000,0,Calm winds,0,10000.0,SCT100,SCT,05/14/2024 18:01:07
5/14/2024  12:00:00 PM,RPLL,RED,12:52:00 PM,01:05:00 PM,12:13:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 489}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 489}]",1011.0,32,26,39,71,10000.0,180,Light winds,4,10000.0,BKN100,BKN,05/15/2024 06:01:22
5/14/2024  1:00:00 PM,RPLL,YELLOW,01:06:00 PM,01:17:00 PM,12:11:00 AM,Partly cloudy,"[{'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 488}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 488}]",1011.0,31,27,39,79,10000.0,210,Light winds,4,10000.0,BKN100,BKN,05/15/2024 06:01:22
5/16/2024  6:00:00 PM,RPLC,RED,06:40:00 PM,07:07:00 PM,12:27:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 138}]",1010.0,27.0,23.0,28.0,79.0,8000.0,270,Calm winds,2,2000.0,FEW020,FEW,05/17/2024 06:01:28
5/16/2024  7:00:00 PM,RPLC,AMBER,07:08:00 PM,07:27:00 PM,12:19:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 149}]",1010.0,27.0,23.0,28.0,79.0,8000.0,350,Calm winds,2,2000.0,FEW020,FEW,05/17/2024 18:01:08
5/16/2024  7:00:00 PM,RPLC,RED,07:28:00 PM,07:41:00 PM,12:13:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 149}]",1010.0,27.0,23.0,28.0,79.0,8000.0,350,Calm winds,2,2000.0,FEW020,FEW,05/17/2024 18:01:08
5/16/2024  7:00:00 PM,RPLC,AMBER,07:42:00 PM,08:19:00 PM,12:37:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 149}]",1010.0,27.0,23.0,28.0,79.0,8000.0,350,Calm winds,2,2000.0,FEW020,FEW,05/17/2024 18:01:08
5/17/2024  2:00:00 PM,RPLC,YELLOW,02:25:00 PM,02:53:00 PM,12:28:00 AM,Showers,"[{'altitude': 1500, 'symbol': 'FEW015', 'type': 'FEW', 'index': 292}, {'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 292}]",1011.0,28.0,24,31.0,79.0,10000.0,360,Light winds,4,2000.0,FEW020,FEW,05/18/2024 06:01:25
5/17/2024  2:00:00 PM,RPLC,AMBER,02:54:00 PM,02:58:00 PM,12:04:00 AM,Showers,"[{'altitude': 1500, 'symbol': 'FEW015', 'type': 'FEW', 'index': 292}, {'altitude': 2000, 'symbol': 'FEW020', 'type': 'FEW', 'index': 292}]",1011.0,28.0,24,31.0,79.0,10000.0,360,Light winds,4,2000.0,FEW020,FEW,05/18/2024 06:01:25
5/17/2024  5:00:00 PM,RPLL,YELLOW,05:06:00 PM,05:15:00 PM,12:09:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 484}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 484}]",1009.0,28.0,24,31.0,79.0,10000.0,200,Light winds,4,10000.0,BKN100,BKN,05/18/2024 06:01:25
5/17/2024  5:00:00 PM,RPLL,RED,05:16:00 PM,05:31:00 PM,12:15:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 484}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 484}]",1009.0,28.0,24,31.0,79.0,10000.0,200,Light winds,4,10000.0,BKN100,BKN,05/18/2024 06:01:25
5/17/2024  5:00:00 PM,RPLL,YELLOW,05:32:00 PM,05:34:00 PM,12:02:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 484}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 484}]",1009.0,28.0,24,31.0,79.0,10000.0,200,Light winds,4,10000.0,BKN100,BKN,05/18/2024 06:01:25
5/17/2024  5:00:00 PM,RPLL,RED,05:35:00 PM,06:09:00 PM,12:34:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 484}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 484}]",1009.0,28.0,24,31.0,79.0,10000.0,200,Light winds,4,10000.0,BKN100,BKN,05/18/2024 06:01:25
5/17/2024  6:00:00 PM,RPLL,YELLOW,06:10:00 PM,06:22:00 PM,12:12:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 483}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 483}]",1008.0,28.0,24,31.0,79.0,10000.0,0,Calm winds,2,10000.0,BKN100,BKN,05/18/2024 06:01:25
5/17/2024  6:00:00 PM,RPLL,YELLOW,06:26:00 PM,06:36:00 PM,12:10:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 483}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 483}]",1008.0,28.0,24,31.0,79.0,10000.0,0,Calm winds,2,10000.0,BKN100,BKN,05/18/2024 06:01:25
5/17/2024  6:00:00 PM,RPLL,RED,06:37:00 PM,06:58:00 PM,12:21:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 483}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 483}]",1008.0,28.0,24,31.0,79.0,10000.0,0,Calm winds,2,10000.0,BKN100,BKN,05/18/2024 06:01:25
5/17/2024  6:00:00 PM,RPLL,YELLOW,06:59:00 PM,07:18:00 PM,12:19:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 483}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 483}]",1008.0,28.0,24,31.0,79.0,10000.0,0,Calm winds,2,10000.0,BKN100,BKN,05/18/2024 06:01:25
5/17/2024  7:00:00 PM,RPLL,RED,07:19:00 PM,07:48:00 PM,12:29:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 344}, {'altitude': 15000, 'symbol': 'SCT150', 'type': 'SCT', 'index': 344}]",1008,28.0,24.0,31.0,79.0,10000.0,0,Calm winds,2,15000.0,SCT150,SCT,05/18/2024 18:01:06
5/17/2024  7:00:00 PM,RPLL,YELLOW,07:49:00 PM,07:55:00 PM,12:06:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 344}, {'altitude': 15000, 'symbol': 'SCT150', 'type': 'SCT', 'index': 344}]",1008,28.0,24.0,31.0,79.0,10000.0,0,Calm winds,2,15000.0,SCT150,SCT,05/18/2024 18:01:06
5/17/2024  7:00:00 PM,RPLL,RED,07:56:00 PM,08:10:00 PM,12:14:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 344}, {'altitude': 15000, 'symbol': 'SCT150', 'type': 'SCT', 'index': 344}]",1008,28.0,24.0,31.0,79.0,10000.0,0,Calm winds,2,15000.0,SCT150,SCT,05/18/2024 18:01:06
5/17/2024  8:00:00 PM,RPLL,YELLOW,08:11:00 PM,08:17:00 PM,12:06:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 343}]",1008,28.0,24.0,31.0,79.0,10000.0,100,Calm winds,2,2500.0,FEW025,FEW,05/18/2024 18:01:06
5/17/2024  8:00:00 PM,RPLL,RED,08:18:00 PM,08:52:00 PM,12:34:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 343}]",1008,28.0,24.0,31.0,79.0,10000.0,100,Calm winds,2,2500.0,FEW025,FEW,05/18/2024 18:01:06
5/17/2024  8:00:00 PM,RPLL,YELLOW,08:53:00 PM,08:56:00 PM,12:03:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 343}]",1008,28.0,24.0,31.0,79.0,10000.0,100,Calm winds,2,2500.0,FEW025,FEW,05/18/2024 18:01:06
5/17/2024  9:00:00 PM,RPLL,YELLOW,09:22:00 PM,09:35:00 PM,12:13:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 342}]",1008,28.0,25.0,32.0,84.0,10000.0,0,Calm winds,2,2500.0,FEW025,FEW,05/18/2024 18:01:06
5/18/2024  4:00:00 PM,RPLC,RED,04:01:00 PM,04:40:00 PM,12:39:00 AM,Partly cloudy,"[{'altitude': 2000, 'symbol': 'SCT020', 'type': 'SCT', 'index': 140}]",1008.0,28.0,25.0,32.0,84.0,8000.0,290,Calm winds,2,2000.0,SCT020,SCT,05/19/2024 06:01:26
5/18/2024  8:00:00 PM,RPLL,YELLOW,08:14:00 PM,08:48:00 PM,12:34:00 AM,Overcast skies,"[{'altitude': 2300, 'symbol': 'SCT023', 'type': 'SCT', 'index': 494}, {'altitude': 10000, 'symbol': 'OVC100', 'type': 'OVC', 'index': 494}]",1006,29,26,35,84,10000.0,0,Calm winds,2,10000.0,OVC100,OVC,05/19/2024 18:01:03
5/28/2024  6:00:00 AM,RPLL,YELLOW,06:19:00 AM,06:34:00 AM,12:15:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 243}]",1005.0,33.0,26.0,41.0,67.0,10000.0,270,Windy,15,2500.0,FEW025,FEW,05/28/2024 18:01:11
5/28/2024  10:00:00 AM,RPLL,YELLOW,10:34:00 AM,10:46:00 AM,12:12:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'SCT025', 'type': 'SCT', 'index': 100}, {'altitude': 10000, 'symbol': 'SCT100', 'type': 'SCT', 'index': 100}]",1007,30.0,26.0,37.0,79.0,10000,260,Light winds,9,10000.0,SCT100,SCT,05/29/2024 06:01:22
5/29/2024  11:00:00 AM,RPLL,RED,11:45:00 AM,12:54:00 PM,01:09:00 AM,Thunderstorms,"[{'altitude': 2300, 'symbol': 'FEW023', 'type': 'FEW', 'index': 325}, {'altitude': 10000, 'symbol': 'OVC100', 'type': 'OVC', 'index': 325}]",1008.0,29.0,25.0,34.0,79.0,10000,230,Light winds,5,10000.0,OVC100,OVC,05/30/2024 06:01:35
5/29/2024  2:00:00 PM,RPLL,RED,02:00:00 PM,02:25:00 PM,12:25:00 AM,Partly cloudy,"[{'altitude': 2500, 'symbol': 'FEW025', 'type': 'FEW', 'index': 322}, {'altitude': 10000, 'symbol': 'BKN100', 'type': 'BKN', 'index': 322}]",1010.0,28.0,25.0,32.0,84.0,10000,250,Light winds,6,10000.0,BKN100,BKN,05/30/2024 06:01:35
